Table Name,Field Name,Field Type,Field Description
GKEAudit,SourceSystem,string,"The type of agent the event was collected by. For example, OpsManager for Windows agent, either direct connect or Operations Manager, Linux for all Linux agents, or Azure for Azure Diagnostics"
GKEAudit,TenantId,string,The Log Analytics workspace ID
GKEAudit,TimeGenerated,datetime,The timestamp indicating when the log event was created or generated by the source system.
GKEAudit,Type,string,The name of the table
GoogleCloudSCC,_BilledSize,real,The record size in bytes
GoogleCloudSCC,Findings,dynamic,A Dynamic array of all the findings associated with the resource.
GoogleCloudSCC,FindingsResource,dynamic,A Dynamic array of the resource that was affected by the security finding.
GoogleCloudSCC,_IsBillable,string,Specifies whether ingesting the data is billable. When _IsBillable is false ingestion isn't billed to your Azure account
GoogleCloudSCC,SourceProperties,dynamic,A map of additional properties about the source of the security finding.
GoogleCloudSCC,SourceSystem,string,"The type of agent the event was collected by. For example, OpsManager for Windows agent, either direct connect or Operations Manager, Linux for all Linux agents, or Azure for Azure Diagnostics"
GoogleCloudSCC,TenantId,string,The Log Analytics workspace ID
GoogleCloudSCC,TimeGenerated,datetime,The time at which the security finding was first detected.
GoogleCloudSCC,Type,string,The name of the table
GoogleWorkspaceReports,AccountState,string,Deprecated. Use EventParameters column to find the value of this column instead. Parameter to indicate the account state on the device.
GoogleWorkspaceReports,ActorApplicationInfoApplicationName,string,Name of the application used to perform the action.
GoogleWorkspaceReports,ActorApplicationInfoImpersonation,bool,Whether the application was impersonating a user.
GoogleWorkspaceReports,ActorApplicationInfoOauthClientId,string,OAuth client id of the third party application used to perform the action.
GoogleWorkspaceReports,ActorCallerType,string,The type of actor.
GoogleWorkspaceReports,ActorEmail,string,The primary email address of the actor. May be absent if there is no email address associated with the actor.
GoogleWorkspaceReports,ActorIsCollaboratorAccount,bool,Deprecated. Use EventParameters column to find the value of this column instead. Indicates whether the actor is a collaborator account.
GoogleWorkspaceReports,ActorKey,string,Only present when callerType is KEY. Can be the consumer_key of the requestor for OAuth 2LO API requests or an identifier for robot accounts.
GoogleWorkspaceReports,ActorProfileId,string,"The unique Google Workspace profile ID of the actor. This value might be absent if the actor is not a Google Workspace user, or may be the number 105250506097979753968 which acts as a placeholder ID."
GoogleWorkspaceReports,ApiKind,string,Deprecated. Use EventParameters column to find the value of this column instead. The kind of API request made.
GoogleWorkspaceReports,ApplicationEdition,string,Deprecated. Use EventParameters column to find the value of this column instead. The Google Workspace edition.
GoogleWorkspaceReports,ApplicationName,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,AppName,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,Billable,bool,Deprecated. Use EventParameters column to find the value of this column instead. Whether this activity is billable.
GoogleWorkspaceReports,_BilledSize,real,The record size in bytes
GoogleWorkspaceReports,BrowserVersion,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,CalendarId,string,"Deprecated. Use EventParameters column to find the value of this column instead. Calendar Id of the relevant calendar in context of this action (for example the calendar that an event is on, or a calendar being subscribed to). Usually takes the form of the user's email address."
GoogleWorkspaceReports,ChromeOrgUnitId,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,ClientId,string,Deprecated. Use EventParameters column to find the value of this column instead. Client ID to which access has been granted / revoked.
GoogleWorkspaceReports,ClientType,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,ContentHash,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,ContentName,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,ContentRiskLevel,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,ContentSize,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,ContentTransferMethod,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,ContentType,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,DestinationFolderId,string,Deprecated. Use EventParameters column to find the value of this column instead. The unique identifier of the destination folder.
GoogleWorkspaceReports,DestinationFolderTitle,string,Deprecated. Use EventParameters column to find the value of this column instead. The title of the destination folder.
GoogleWorkspaceReports,DestUserUpn,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,DeviceId,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,DeviceName,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,DevicePlatform,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,DeviceType,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,DeviceUser,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,DocId,string,Deprecated. Use EventParameters column to find the value of this column instead. The unique identifier of the document.
GoogleWorkspaceReports,DocTitle,string,Deprecated. Use EventParameters column to find the value of this column instead. The title of the document.
GoogleWorkspaceReports,DocType,string,Deprecated. Use EventParameters column to find the value of this column instead. The type of the document.
GoogleWorkspaceReports,DstUserUpn,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,DvcGuid,string,Deprecated. Use EventParameters column to find the value of this column instead. The unique identifier of the device used.
GoogleWorkspaceReports,DvcInterfaceGuid,string,Deprecated. Use EventParameters column to find the value of this column instead. The unique identifier of the device interface.
GoogleWorkspaceReports,DvcModelName,string,Deprecated. Use EventParameters column to find the value of this column instead. The model name of the device used.
GoogleWorkspaceReports,DvcModelNumber,string,Deprecated. Use EventParameters column to find the value of this column instead. The model number of the device used.
GoogleWorkspaceReports,DvcType,string,Deprecated. Use EventParameters column to find the value of this column instead. The type of the device used.
GoogleWorkspaceReports,Etag,string,ETag of the entry.
GoogleWorkspaceReports,EventEndTime,string,Deprecated. Use EventParameters column to find the value of this column instead. The end time of the event.
GoogleWorkspaceReports,EventGuest,string,Deprecated. Use EventParameters column to find the value of this column instead. The email address of the event guest.
GoogleWorkspaceReports,EventId,string,Deprecated. Use EventParameters column to find the value of this column instead. The unique identifier of the event.
GoogleWorkspaceReports,EventMessage,string,Deprecated. Use EventParameters column to find the value of this column instead. The name of the event.
GoogleWorkspaceReports,EventName,string,Name of the event.
GoogleWorkspaceReports,EventOriginalMessage,string,"Deprecated. Use EventParameters column to find the value of this column instead. An array representing a chain of events, where each element is a sub-event."
GoogleWorkspaceReports,EventParameters,dynamic,JSON of all parameters that is associated with the Event.
GoogleWorkspaceReports,EventProduct,string,Deprecated. Use EventParameters column to find the value of this column instead. The product associated with the event.
GoogleWorkspaceReports,EventResourceId,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,EventResourceName,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,EventResponseStatus,string,Deprecated. Use EventParameters column to find the value of this column instead.The response status of the event.
GoogleWorkspaceReports,EventResult,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,EventStartTime,string,Deprecated. Use EventParameters column to find the value of this column instead. The start time of the event.
GoogleWorkspaceReports,EventTitle,string,Deprecated. Use EventParameters column to find the value of this column instead. The title of the event.
GoogleWorkspaceReports,EventType,string,Type of event.
GoogleWorkspaceReports,EventUid,string,Deprecated. Use EventParameters column to find the value of this column instead. The unique identifier of the event.
GoogleWorkspaceReports,EventVendor,string,Deprecated. Use EventParameters column to find the value of this column instead. The vendor of the event.
GoogleWorkspaceReports,GroupDomain,string,Deprecated. Use EventParameters column to find the value of this column instead. The organizational unit (OU) name (path).
GoogleWorkspaceReports,GroupEmail,string,Deprecated. Use EventParameters column to find the value of this column instead.
GoogleWorkspaceReports,IdApplicationName,string,Application name to which the event belongs.
